Month,WeekOfMonth,Make,AccidentArea,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Age,Fault,PolicyType,VehicleCategory,VehiclePrice,Days:Policy-Accident,Days:Policy-Claim,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,PoliceReportFiled,NumberOfSuppliments,NumberOfCars,BasePolicy,FraudFound
Jan,3,Mazda,Urban,Jan,3,Male,Single,32,Third Party,Sedan - Liability,Sport,"30,000 to 39,000",more than 30,more than 30,more than 4,7 years,31 to 35,No,none,1 vehicle,Liability,No
Jan,2,Mazda,Urban,Jan,2,Male,Single,32,Policy Holder,Sedan - Liability,Sport,"30,000 to 39,000",more than 30,more than 30,more than 4,6 years,31 to 35,No,more than 5,1 vehicle,Liability,No
Jan,2,Toyota,Urban,Jan,2,Male,Single,32,Policy Holder,Sedan - Collision,Sedan,"20,000 to 29,000",more than 30,more than 30,none,6 years,31 to 35,No,1 to 2,1 vehicle,Collision,No
Jan,1,Pontiac,Urban,Jan,2,Male,Single,32,Policy Holder,Sedan - Liability,Sport,"30,000 to 39,000",more than 30,more than 30,more than 4,6 years,31 to 35,No,3 to 5,1 vehicle,Liability,No
Jan,2,Honda,Urban,Jan,2,Female,Single,32,Third Party,Sedan - Collision,Sedan,"less than 20,000",more than 30,more than 30,2 to 4,5 years,31 to 35,No,3 to 5,1 vehicle,Collision,No
Jul,2,Pontiac,Urban,Jul,3,Male,Married,32,Policy Holder,Sedan - Collision,Sedan,"30,000 to 39,000",more than 30,more than 30,2 to 4,7 years,31 to 35,No,none,1 vehicle,Collision,No
Jul,3,Chevrolet,Urban,Jul,4,Female,Married,32,Policy Holder,Sedan - Collision,Sedan,"20,000 to 29,000",more than 30,more than 30,none,5 years,31 to 35,No,none,1 vehicle,Collision,No
Jul,4,Toyota,Urban,Nov,3,Male,Married,32,Policy Holder,Sedan - Collision,Sedan,"30,000 to 39,000",more than 30,more than 30,none,6 years,31 to 35,No,none,1 vehicle,Collision,No
Jul,4,Pontiac,Rural,Aug,1,Female,Married,32,Policy Holder,Sedan - Collision,Sedan,"20,000 to 29,000",more than 30,more than 30,none,6 years,31 to 35,No,none,1 vehicle,Collision,No
Jul,3,Pontiac,Urban,Jul,3,Male,Married,32,Policy Holder,Sedan - Collision,Sedan,"20,000 to 29,000",more than 30,more than 30,none,6 years,31 to 35,No,none,1 vehicle,Collision,No
Jul,5,Pontiac,Rural,Aug,1,Female,Single,32,Policy Holder,Sedan - All Perils,Sedan,"20,000 to 29,000",more than 30,more than 30,1,6 years,31 to 35,No,3 to 5,1 vehicle,All Perils,No
Jul,1,Mazda,Urban,Jul,1,Male,Single,32,Policy Holder,Sedan - Liability,Sport,"20,000 to 29,000",more than 30,more than 30,2 to 4,5 years,31 to 35,No,1 to 2,1 vehicle,Liability,No
Jul,4,Mazda,Rural,Jul,4,Male,Single,32,Policy Holder,Sedan - Liability,Sport,"more than 69,000",more than 30,more than 30,2 to 4,6 years,31 to 35,No,none,1 vehicle,Liability,No
Jul,3,VW,Urban,Jul,3,Male,Single,32,Policy Holder,Sedan - Liability,Sport,"more than 69,000",more than 30,more than 30,1,6 years,31 to 35,No,more than 5,1 vehicle,Liability,No
Jun,3,Pontiac,Urban,Jun,5,Male,Married,32,Policy Holder,Sedan - Liability,Sport,"30,000 to 39,000",more than 30,more than 30,2 to 4,7 years,31 to 35,No,none,1 vehicle,Liability,No
Jun,5,Honda,Urban,Nov,4,Male,Married,32,Policy Holder,Sedan - Collision,Sedan,"20,000 to 29,000",more than 30,more than 30,2 to 4,6 years,31 to 35,No,more than 5,1 vehicle,Collision,No
Jun,3,Mazda,Urban,Jun,4,Male,Married,32,Policy Holder,Sport - Collision,Sport,"more than 69,000",more than 30,more than 30,1,7 years,31 to 35,No,none,1 vehicle,Collision,No
Jun,1,Mazda,Urban,Jul,1,Male,Married,32,Policy Holder,Sedan - Liability,Sport,"30,000 to 39,000",more than 30,more than 30,none,7 years,31 to 35,No,more than 5,1 vehicle,Liability,No
Jun,4,Toyota,Urban,Jun,4,Male,Married,32,Policy Holder,Sedan - All Perils,Sedan,"20,000 to 29,000",more than 30,more than 30,2 to 4,6 years,31 to 35,No,none,1 vehicle,All Perils,No
Jun,4,Ford,Rural,Jun,4,Male,Married,32,Policy Holder,Sedan - Liability,Sport,"30,000 to 39,000",more than 30,more than 30,more than 4,7 years,31 to 35,No,none,1 vehicle,Liability,No
Jun,3,Honda,Urban,Jun,3,Male,Married,32,Policy Holder,Sedan - Liability,Sport,"20,000 to 29,000",more than 30,more than 30,2 to 4,6 years,31 to 35,No,1 to 2,1 vehicle,Liability,No
Jun,2,Mazda,Urban,Jun,3,Male,Married,32,Policy Holder,Sedan - Collision,Sedan,"30,000 to 39,000",more than 30,more than 30,none,7 years,31 to 35,No,none,1 vehicle,Collision,No
Jun,4,Mazda,Urban,Jul,1,Male,Married,32,Policy Holder,Sedan - Collision,Sedan,"30,000 to 39,000",more than 30,more than 30,none,6 years,31 to 35,No,none,1 vehicle,Collision,No
Jun,4,Toyota,Urban,Jul,2,Male,Married,32,Third Party,Sedan - Liability,Sport,"20,000 to 29,000",more than 30,more than 30,1,6 years,31 to 35,No,none,1 vehicle,Liability,No
Jun,4,Chevrolet,Urban,Jun,5,Male,Married,32,Policy Holder,Sedan - Liability,Sport,"30,000 to 39,000",more than 30,more than 30,2 to 4,7 years,31 to 35,No,more than 5,1 vehicle,Liability,No
Jun,3,Honda,Urban,Jun,3,Male,Married,32,Third Party,Sedan - Liability,Sport,"20,000 to 29,000",more than 30,more than 30,more than 4,6 years,31 to 35,No,more than 5,1 vehicle,Liability,No
Jun,2,Mazda,Urban,Jun,2,Female,Single,32,Policy Holder,Sedan - Liability,Sport,"20,000 to 29,000",more than 30,more than 30,1,7 years,31 to 35,No,3 to 5,1 vehicle,Liability,No
Jun,2,Chevrolet,Urban,Jun,3,Female,Single,32,Policy Holder,Sedan - Collision,Sedan,"20,000 to 29,000",more than 30,more than 30,2 to 4,7 years,31 to 35,No,3 to 5,1 vehicle,Collision,No
Jun,1,Honda,Urban,Jun,3,Male,Single,32,Policy Holder,Sedan - Liability,Sport,"30,000 to 39,000",more than 30,more than 30,2 to 4,6 years,31 to 35,No,none,1 vehicle,Liability,No
Mar,1,Honda,Urban,Mar,1,Male,Married,32,Policy Holder,Sedan - All Perils,Sedan,"20,000 to 29,000",more than 30,more than 30,1,7 years,31 to 35,No,more than 5,1 vehicle,All Perils,No
Mar,5,Mazda,Urban,Apr,1,Female,Married,32,Policy Holder,Sedan - Liability,Sport,"20,000 to 29,000",more than 30,more than 30,1,6 years,31 to 35,No,3 to 5,1 vehicle,Liability,No
Mar,3,Mazda,Urban,Mar,4,Female,Married,32,Policy Holder,Sedan - Liability,Sport,"30,000 to 39,000",more than 30,more than 30,none,7 years,31 to 35,No,1 to 2,1 vehicle,Liability,No
Mar,4,Accura,Urban,Jun,1,Male,Married,32,Policy Holder,Sedan - All Perils,Sedan,"30,000 to 39,000",more than 30,more than 30,2 to 4,6 years,31 to 35,No,1 to 2,1 vehicle,All Perils,No
Mar,1,Chevrolet,Urban,Mar,2,Male,Married,32,Third Party,Sedan - Collision,Sedan,"30,000 to 39,000",more than 30,more than 30,1,6 years,31 to 35,No,more than 5,1 vehicle,Collision,No
Mar,4,Honda,Urban,Mar,4,Male,Married,32,Policy Holder,Sedan - Collision,Sedan,"20,000 to 29,000",more than 30,more than 30,2 to 4,6 years,31 to 35,No,3 to 5,1 vehicle,Collision,No
Mar,3,Pontiac,Urban,Mar,3,Female,Married,32,Third Party,Sedan - All Perils,Sedan,"20,000 to 29,000",more than 30,more than 30,none,6 years,31 to 35,No,3 to 5,1 vehicle,All Perils,No
Mar,2,Honda,Urban,Mar,2,Female,Married,32,Third Party,Sedan - Liability,Sport,"20,000 to 29,000",more than 30,more than 30,2 to 4,6 years,31 to 35,No,3 to 5,1 vehicle,Liability,No
Mar,3,Mazda,Urban,Mar,4,Male,Married,32,Policy Holder,Sedan - Liability,Sport,"20,000 to 29,000",more than 30,more than 30,2 to 4,6 years,31 to 35,No,none,1 vehicle,Liability,No
Mar,2,Pontiac,Urban,Mar,2,Male,Married,32,Policy Holder,Sedan - Collision,Sedan,"20,000 to 29,000",more than 30,more than 30,1,7 years,31 to 35,No,none,1 vehicle,Collision,No
Mar,2,Toyota,Urban,Mar,2,Male,Married,32,Third Party,Sedan - Collision,Sedan,"30,000 to 39,000",more than 30,more than 30,1,6 years,31 to 35,No,none,1 vehicle,Collision,No
Mar,3,Toyota,Urban,Mar,4,Male,Single,32,Policy Holder,Sedan - All Perils,Sedan,"20,000 to 29,000",more than 30,more than 30,1,5 years,31 to 35,No,3 to 5,1 vehicle,All Perils,No
Mar,1,Honda,Urban,Mar,3,Female,Single,32,Policy Holder,Sedan - All Perils,Sedan,"20,000 to 29,000",more than 30,more than 30,1,5 years,31 to 35,No,3 to 5,1 vehicle,All Perils,No
Mar,1,Mazda,Rural,Mar,2,Male,Single,32,Policy Holder,Sedan - Liability,Sport,"30,000 to 39,000",more than 30,more than 30,2 to 4,7 years,31 to 35,No,none,1 vehicle,Liability,No
Mar,1,Honda,Urban,Mar,2,Female,Single,32,Policy Holder,Sport - Collision,Sport,"more than 69,000",more than 30,more than 30,1,6 years,31 to 35,No,none,1 vehicle,Collision,Yes
Mar,3,Mazda,Urban,Mar,4,Female,Single,32,Policy Holder,Sedan - Liability,Sport,"20,000 to 29,000",more than 30,more than 30,2 to 4,4 years,31 to 35,No,3 to 5,1 vehicle,Liability,No
Mar,1,Mazda,Urban,Mar,1,Male,Single,32,Policy Holder,Sedan - Collision,Sedan,"20,000 to 29,000",more than 30,more than 30,1,6 years,31 to 35,No,more than 5,1 vehicle,Collision,No
Mar,1,Mazda,Rural,Mar,1,Male,Single,32,Policy Holder,Sedan - Liability,Sport,"20,000 to 29,000",more than 30,more than 30,2 to 4,5 years,31 to 35,No,none,1 vehicle,Liability,No
Mar,4,Chevrolet,Urban,Apr,1,Male,Single,32,Policy Holder,Sedan - All Perils,Sedan,"40,000 to 59,000",8 to 15,15 to 30,1,6 years,31 to 35,No,none,1 vehicle,All Perils,Yes
Mar,5,VW,Urban,May,1,Male,Single,32,Policy Holder,Sedan - Collision,Sedan,"40,000 to 59,000",more than 30,more than 30,1,7 years,31 to 35,No,none,1 vehicle,Collision,No
Mar,4,Chevrolet,Urban,Mar,4,Female,Single,32,Policy Holder,Sedan - Liability,Sport,"20,000 to 29,000",more than 30,more than 30,2 to 4,7 years,31 to 35,No,more than 5,1 vehicle,Liability,No
May,2,Ford,Urban,May,2,Male,Married,32,Policy Holder,Sedan - Liability,Sport,"more than 69,000",more than 30,more than 30,none,7 years,31 to 35,No,more than 5,1 vehicle,Liability,No
May,1,Honda,Urban,May,3,Male,Married,32,Policy Holder,Sedan - Collision,Sedan,"20,000 to 29,000",more than 30,more than 30,more than 4,5 years,31 to 35,No,3 to 5,1 vehicle,Collision,No
May,2,Honda,Urban,May,2,Male,Married,32,Policy Holder,Sedan - Liability,Sport,"20,000 to 29,000",more than 30,more than 30,2 to 4,5 years,31 to 35,No,none,3 to 4,Liability,No
May,2,Honda,Urban,May,3,Male,Married,32,Third Party,Sedan - All Perils,Sedan,"less than 20,000",more than 30,more than 30,2 to 4,7 years,31 to 35,No,1 to 2,1 vehicle,All Perils,No
May,2,Toyota,Urban,May,3,Male,Single,32,Policy Holder,Sedan - Collision,Sedan,"20,000 to 29,000",more than 30,more than 30,none,7 years,31 to 35,No,more than 5,1 vehicle,Collision,No
May,1,Mazda,Urban,May,1,Female,Single,32,Policy Holder,Sedan - Liability,Sport,"more than 69,000",more than 30,more than 30,2 to 4,7 years,31 to 35,No,none,1 vehicle,Liability,No
May,3,Pontiac,Urban,May,3,Male,Single,32,Policy Holder,Sedan - Liability,Sport,"20,000 to 29,000",more than 30,more than 30,2 to 4,6 years,31 to 35,No,none,1 vehicle,Liability,No
May,2,Mazda,Urban,May,2,Female,Single,32,Policy Holder,Sedan - Liability,Sport,"20,000 to 29,000",more than 30,more than 30,1,7 years,31 to 35,No,none,1 vehicle,Liability,No
May,2,VW,Urban,May,2,Male,Single,32,Third Party,Sedan - Collision,Sedan,"30,000 to 39,000",more than 30,more than 30,2 to 4,6 years,31 to 35,No,3 to 5,1 vehicle,Collision,No
May,3,Pontiac,Urban,May,4,Female,Single,32,Policy Holder,Sedan - Liability,Sport,"20,000 to 29,000",more than 30,more than 30,none,5 years,31 to 35,No,none,1 vehicle,Liability,No
May,4,Toyota,Urban,May,4,Male,Single,32,Third Party,Sedan - Liability,Sport,"20,000 to 29,000",more than 30,more than 30,1,5 years,31 to 35,No,none,1 vehicle,Liability,No
May,2,Accura,Urban,May,3,Male,Single,32,Policy Holder,Sedan - All Perils,Sedan,"30,000 to 39,000",more than 30,more than 30,1,6 years,31 to 35,No,none,1 vehicle,All Perils,No
Nov,2,Pontiac,Urban,Nov,2,Female,Married,32,Third Party,Sedan - Collision,Sedan,"20,000 to 29,000",more than 30,more than 30,none,6 years,31 to 35,No,none,1 vehicle,Collision,No
Nov,2,Mazda,Urban,Nov,2,Male,Married,32,Policy Holder,Sedan - Liability,Sport,"30,000 to 39,000",more than 30,more than 30,1,7 years,31 to 35,No,none,1 vehicle,Liability,No
Nov,3,Pontiac,Urban,Nov,4,Male,Married,32,Policy Holder,Sedan - All Perils,Sedan,"20,000 to 29,000",more than 30,more than 30,none,7 years,31 to 35,No,1 to 2,1 vehicle,All Perils,No
Nov,2,Honda,Urban,Nov,2,Male,Single,32,Policy Holder,Sedan - Collision,Sedan,"20,000 to 29,000",more than 30,more than 30,none,6 years,31 to 35,No,none,1 vehicle,Collision,No
Nov,3,Pontiac,Urban,Nov,4,Male,Single,32,Third Party,Sedan - Collision,Sedan,"20,000 to 29,000",more than 30,more than 30,2 to 4,7 years,31 to 35,No,3 to 5,1 vehicle,Collision,No
Nov,2,Pontiac,Urban,Dec,3,Female,Single,32,Policy Holder,Sedan - Liability,Sport,"20,000 to 29,000",more than 30,more than 30,1,6 years,31 to 35,No,none,1 vehicle,Liability,No
Nov,4,Toyota,Urban,Nov,4,Male,Single,32,Policy Holder,Sedan - Collision,Sedan,"20,000 to 29,000",more than 30,more than 30,1,6 years,31 to 35,No,more than 5,1 vehicle,Collision,No
Nov,3,Pontiac,Urban,Nov,4,Male,Single,32,Policy Holder,Sedan - All Perils,Sedan,"30,000 to 39,000",more than 30,more than 30,1,6 years,31 to 35,No,more than 5,1 vehicle,All Perils,No
Nov,4,Honda,Urban,Nov,5,Male,Single,32,Policy Holder,Sedan - Liability,Sport,"more than 69,000",more than 30,more than 30,none,6 years,31 to 35,Yes,more than 5,1 vehicle,Liability,No
Oct,3,Toyota,Urban,Nov,1,Male,Married,32,Policy Holder,Sedan - Liability,Sport,"20,000 to 29,000",more than 30,more than 30,2 to 4,5 years,31 to 35,No,none,1 vehicle,Liability,No
Oct,4,Honda,Urban,Oct,4,Male,Married,32,Policy Holder,Sedan - Collision,Sedan,"20,000 to 29,000",more than 30,more than 30,1,6 years,31 to 35,No,none,1 vehicle,Collision,Yes
Oct,4,Mazda,Urban,Nov,2,Female,Married,32,Policy Holder,Sedan - Collision,Sedan,"20,000 to 29,000",more than 30,more than 30,2 to 4,6 years,31 to 35,No,more than 5,1 vehicle,Collision,Yes
Oct,4,Pontiac,Urban,Oct,4,Male,Married,32,Third Party,Sedan - Collision,Sedan,"20,000 to 29,000",more than 30,more than 30,none,5 years,31 to 35,No,more than 5,1 vehicle,Collision,No
Oct,4,Accura,Urban,Oct,5,Female,Married,32,Policy Holder,Sedan - All Perils,Sedan,"20,000 to 29,000",more than 30,more than 30,2 to 4,7 years,31 to 35,No,more than 5,3 to 4,All Perils,No
Oct,5,Honda,Urban,Oct,5,Male,Married,32,Policy Holder,Sedan - Liability,Sport,"20,000 to 29,000",more than 30,more than 30,2 to 4,7 years,31 to 35,No,none,1 vehicle,Liability,No
Oct,4,Honda,Urban,Oct,4,Male,Married,32,Policy Holder,Sport - Collision,Sport,"more than 69,000",more than 30,more than 30,none,7 years,31 to 35,No,more than 5,1 vehicle,Collision,No
Oct,2,Honda,Urban,Oct,2,Male,Married,32,Policy Holder,Sedan - Collision,Sedan,"20,000 to 29,000",more than 30,more than 30,none,7 years,31 to 35,No,none,1 vehicle,Collision,No
Oct,2,Toyota,Urban,Apr,4,Male,Married,32,Policy Holder,Sedan - All Perils,Sedan,"20,000 to 29,000",more than 30,more than 30,2 to 4,6 years,31 to 35,No,1 to 2,1 vehicle,All Perils,No
Oct,4,Ford,Rural,Oct,5,Male,Married,32,Policy Holder,Sedan - Collision,Sedan,"30,000 to 39,000",more than 30,more than 30,2 to 4,7 years,31 to 35,No,more than 5,1 vehicle,Collision,No
Oct,4,Honda,Urban,Oct,5,Male,Married,32,Third Party,Sport - Collision,Sport,"more than 69,000",more than 30,more than 30,none,7 years,31 to 35,No,3 to 5,1 vehicle,Collision,No
Oct,1,Pontiac,Urban,Oct,2,Male,Single,32,Third Party,Sedan - Collision,Sedan,"20,000 to 29,000",more than 30,more than 30,2 to 4,5 years,31 to 35,No,none,1 vehicle,Collision,No
Oct,4,Honda,Urban,Oct,4,Male,Single,32,Policy Holder,Sedan - All Perils,Sedan,"20,000 to 29,000",more than 30,more than 30,2 to 4,7 years,31 to 35,No,more than 5,1 vehicle,All Perils,No
Oct,4,Dodge,Urban,Oct,4,Female,Single,32,Policy Holder,Sedan - Liability,Sport,"20,000 to 29,000",more than 30,more than 30,more than 4,5 years,31 to 35,No,none,1 vehicle,Liability,No
Oct,3,Honda,Urban,Oct,4,Female,Single,32,Third Party,Sedan - Liability,Sport,"20,000 to 29,000",more than 30,more than 30,1,5 years,31 to 35,No,more than 5,1 vehicle,Liability,No
Oct,4,Mazda,Urban,Oct,4,Male,Single,32,Third Party,Sedan - Liability,Sport,"30,000 to 39,000",more than 30,more than 30,2 to 4,5 years,31 to 35,No,1 to 2,1 vehicle,Liability,No
Oct,2,Pontiac,Urban,Oct,2,Female,Single,32,Policy Holder,Sedan - Liability,Sport,"20,000 to 29,000",more than 30,more than 30,2 to 4,5 years,31 to 35,No,none,1 vehicle,Liability,No
Oct,2,Honda,Urban,Oct,2,Male,Single,32,Policy Holder,Sedan - Liability,Sport,"20,000 to 29,000",more than 30,more than 30,2 to 4,7 years,31 to 35,No,more than 5,1 vehicle,Liability,No
Oct,2,Toyota,Urban,Oct,2,Male,Single,32,Policy Holder,Sedan - Collision,Sedan,"20,000 to 29,000",more than 30,more than 30,2 to 4,5 years,31 to 35,No,none,1 vehicle,Collision,No
Oct,3,Pontiac,Urban,Oct,3,Male,Single,32,Policy Holder,Sedan - Liability,Sport,"20,000 to 29,000",more than 30,more than 30,2 to 4,7 years,31 to 35,No,1 to 2,1 vehicle,Liability,No
Oct,5,Toyota,Urban,Nov,1,Male,Single,32,Policy Holder,Sedan - All Perils,Sedan,"more than 69,000",more than 30,more than 30,none,7 years,31 to 35,No,more than 5,1 vehicle,All Perils,No
Oct,3,Chevrolet,Urban,Oct,3,Male,Single,32,Policy Holder,Sedan - Liability,Sport,"more than 69,000",more than 30,more than 30,none,6 years,31 to 35,No,more than 5,1 vehicle,Liability,No
Oct,4,Pontiac,Urban,Oct,4,Female,Single,32,Third Party,Sedan - All Perils,Sedan,"20,000 to 29,000",more than 30,more than 30,1,6 years,31 to 35,No,1 to 2,1 vehicle,All Perils,No
Sep,2,Chevrolet,Urban,Sep,3,Female,Divorced,32,Policy Holder,Sedan - Collision,Sedan,"20,000 to 29,000",more than 30,more than 30,1,7 years,31 to 35,No,none,1 vehicle,Collision,No
Sep,3,Toyota,Urban,Sep,5,Male,Married,32,Policy Holder,Sedan - Collision,Sedan,"20,000 to 29,000",more than 30,more than 30,2 to 4,7 years,31 to 35,No,1 to 2,1 vehicle,Collision,Yes
Sep,2,Toyota,Urban,Sep,2,Male,Married,32,Policy Holder,Sedan - Collision,Sedan,"20,000 to 29,000",more than 30,more than 30,1,6 years,31 to 35,No,none,1 vehicle,Collision,No
Sep,2,Toyota,Urban,Sep,3,Male,Married,32,Third Party,Sedan - Collision,Sedan,"20,000 to 29,000",more than 30,more than 30,1,6 years,31 to 35,No,none,1 vehicle,Collision,No
Sep,3,Ford,Urban,Sep,3,Female,Married,32,Policy Holder,Sedan - Collision,Sedan,"more than 69,000",more than 30,more than 30,1,6 years,31 to 35,No,more than 5,1 vehicle,Collision,No
Sep,3,Honda,Urban,Sep,4,Male,Married,32,Policy Holder,Sedan - Liability,Sport,"more than 69,000",more than 30,more than 30,2 to 4,6 years,31 to 35,No,1 to 2,1 vehicle,Liability,No
Sep,4,Mazda,Urban,Oct,1,Male,Married,32,Third Party,Sedan - All Perils,Sedan,"20,000 to 29,000",more than 30,more than 30,2 to 4,6 years,31 to 35,No,3 to 5,1 vehicle,All Perils,No
Sep,5,Toyota,Urban,Oct,1,Male,Married,32,Policy Holder,Sedan - Liability,Sport,"20,000 to 29,000",more than 30,more than 30,none,7 years,31 to 35,No,none,1 vehicle,Liability,No
Sep,4,Pontiac,Urban,Sep,4,Female,Married,32,Third Party,Sedan - Collision,Sedan,"20,000 to 29,000",more than 30,more than 30,none,6 years,31 to 35,No,none,1 vehicle,Collision,No
Sep,4,Toyota,Urban,Nov,1,Male,Married,32,Policy Holder,Sedan - Collision,Sedan,"20,000 to 29,000",more than 30,more than 30,1,6 years,31 to 35,No,more than 5,1 vehicle,Collision,No
Sep,1,Saab,Urban,Sep,1,Male,Married,32,Policy Holder,Sedan - Liability,Sport,"20,000 to 29,000",more than 30,more than 30,1,7 years,31 to 35,No,1 to 2,1 vehicle,Liability,No
Sep,2,Honda,Urban,Sep,3,Male,Single,32,Policy Holder,Sedan - Liability,Sport,"20,000 to 29,000",more than 30,more than 30,2 to 4,6 years,31 to 35,No,none,1 vehicle,Liability,No
Sep,4,Honda,Urban,Sep,4,Male,Single,32,Policy Holder,Sport - Collision,Sport,"more than 69,000",more than 30,more than 30,none,6 years,31 to 35,No,more than 5,1 vehicle,Collision,Yes
Sep,4,Mazda,Urban,Sep,4,Male,Single,32,Third Party,Sedan - Collision,Sedan,"30,000 to 39,000",more than 30,more than 30,2 to 4,7 years,31 to 35,No,more than 5,1 vehicle,Collision,No
Sep,3,Pontiac,Urban,Sep,3,Male,Single,32,Third Party,Sedan - Collision,Sedan,"20,000 to 29,000",more than 30,more than 30,none,6 years,31 to 35,No,3 to 5,1 vehicle,Collision,No
Sep,5,Pontiac,Rural,Oct,1,Male,Single,32,Third Party,Sedan - All Perils,Sedan,"20,000 to 29,000",more than 30,more than 30,none,6 years,31 to 35,No,1 to 2,1 vehicle,All Perils,No
Sep,3,Mazda,Urban,Sep,3,Male,Single,32,Policy Holder,Sedan - Liability,Sport,"20,000 to 29,000",more than 30,more than 30,none,7 years,31 to 35,No,none,1 vehicle,Liability,No
Sep,4,Chevrolet,Urban,Nov,2,Male,Single,32,Policy Holder,Sedan - Collision,Sedan,"30,000 to 39,000",more than 30,more than 30,2 to 4,6 years,31 to 35,No,none,1 vehicle,Collision,No
Sep,2,Chevrolet,Urban,Sep,4,Male,Single,32,Third Party,Sedan - All Perils,Sedan,"20,000 to 29,000",more than 30,more than 30,1,6 years,31 to 35,No,none,1 vehicle,All Perils,No
Apr,3,Chevrolet,Urban,Apr,3,Male,Married,32,Policy Holder,Sedan - Collision,Sedan,"20,000 to 29,000",more than 30,more than 30,none,7 years,31 to 35,No,3 to 5,1 vehicle,Collision,No
Apr,4,Toyota,Urban,Apr,4,Male,Married,32,Policy Holder,Sedan - Collision,Sedan,"20,000 to 29,000",more than 30,more than 30,1,7 years,31 to 35,No,3 to 5,3 to 4,Collision,No
Apr,1,Mazda,Urban,Nov,4,Male,Married,32,Policy Holder,Sedan - Collision,Sedan,"20,000 to 29,000",8 to 15,more than 30,1,6 years,31 to 35,No,none,1 vehicle,Collision,No
